Sr. No.,Round No,Period,City Name,PIN Code,Gender Of Respondent,Age Group,Category of Respondent,Expectations on prices in next 3 months - General,Expectations on prices in next 3 months - Food products,Expectations on prices in next 3 months - Non food products,Expectations on prices in next 3 months - Household durables,Expectations on prices in next 3 months - Housing,Expectations on prices in next 3 months - Services,Expectations on prices in next 1 year - General,Expectations on prices in next 1 year - Food products,Expectations on prices in next 1 year - Non food products,Expectations on prices in next 1 year - Household durables,Expectations on prices in next 1 year - Housing,Expectations on prices in next 1 year - Services,View on Current Inflation Rate,View on Current Inflation Rate - actual rate for above 16%,View on 3 Months ahead Inflation Rate,View on 3 Months ahead Inflation Rate - actual rate for above 16%,View on 1 Year ahead Inflation Rate,View on 1 Year ahead Inflation Rate - actual rate for above 16%,City_Tier
2395,65,Sep-2021,Delhi,110053.0,Female,40 to 45 years,HOMEMAKER,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,No change in prices,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase less than current rate,Price increase similar to current rate,Price increase similar to current rate,5-6,,5-6,,4-5,,Tier 1
2396,65,Sep-2021,Delhi,110053.0,Male,35 to 40 years,Daily workers,Price increase similar to current rate,No change in prices,Price increase less than current rate,Decline in price,Decline in price,Decline in price,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Decline in price,No change in prices,>=16,40.0,>=16,40.0,10-11,,Tier 1
2397,65,Sep-2021,Delhi,110053.0,Male,30 to 35 years,Other employees,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,No change in prices,Price increase similar to current rate,10-11,,10-11,,10-11,,Tier 1
2398,65,Sep-2021,Delhi,110053.0,Male,60 years and above,Retired persons,Price increase less than current rate,Price increase similar to current rate,Price increase less than current rate,Price increase less than current rate,Price increase similar to current rate,Decline in price,Price increase less than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase less than current rate,Price increase similar to current rate,>=16,50.0,15-16,,15-16,,Tier 1
2399,65,Sep-2021,Delhi,110053.0,Male,60 years and above,Self-Employed,No change in prices,No change in prices,No change in prices,Price increase less than current rate,Decline in price,No change in prices,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,No change in prices,No change in prices,Price increase less than current rate,5-6,,5-6,,3-4,,Tier 1
2400,65,Sep-2021,Delhi,110053.0,Male,35 to 40 years,Self-Employed,No change in prices,Price increase less than current rate,Price increase less than current rate,No change in prices,No change in prices,Price increase similar to current rate,Price increase less than current rate,No change in prices,Price increase similar to current rate,Price increase less than current rate,No change in prices,No change in prices,>=16,50.0,>=16,20.0,10-11,,Tier 1
2401,65,Sep-2021,Delhi,110053.0,Male,40 to 45 years,Self-Employed,Decline in price,Decline in price,Decline in price,Decline in price,Price increase similar to current rate,Price increase similar to current rate,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,4-5,,3-4,,<1,,Tier 1
2402,65,Sep-2021,Delhi,110053.0,Female,25 to 30 years,HOMEMAKER,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,No change in prices,No change in prices,5-6,,5-6,,4-5,,Tier 1
2403,65,Sep-2021,Delhi,110053.0,Male,35 to 40 years,Self-Employed,No change in prices,Price increase less than current rate,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,10-11,,10-11,,<1,,Tier 1
2404,65,Sep-2021,Delhi,110053.0,Male,35 to 40 years,Self-Employed,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,No change in prices,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,Price increase similar to current rate,10-11,,10-11,,10-11,,Tier 1
2405,65,Sep-2021,Delhi,110053.0,Male,25 to 30 years,Self-Employed,Price increase similar to current rate,No change in prices,Price increase similar to current rate,Price increase more than current rate,Decline in price,Price increase more than current rate,No change in prices,No change in prices,Price increase less than current rate,No change in prices,Decline in price,Price increase more than current rate,15-16,,15-16,,<1,,Tier 1
2406,65,Sep-2021,Delhi,110053.0,Male,Up to 25 years,Daily workers,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,No change in prices,Decline in price,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,5-6,,5-6,,4-5,,Tier 1
2407,65,Sep-2021,Delhi,110053.0,Female,50 to 55 years,HOMEMAKER,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,Price increase similar to current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,Decline in price,Price increase similar to current rate,5-6,,5-6,,4-5,,Tier 1
2408,65,Sep-2021,Delhi,110053.0,Female,25 to 30 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,Price increase similar to current rate,No change in prices,Price increase more than current rate,2-3,,3-4,,<1,,Tier 1
2409,65,Sep-2021,Delhi,110053.0,Male,35 to 40 years,Self-Employed,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,3-4,,10-11,,8-9,,Tier 1
2410,65,Sep-2021,Delhi,110053.0,Male,25 to 30 years,Self-Employed,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Price increase more than current rate,No change in prices,No change in prices,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,No change in prices,No change in prices,3-4,,2-3,,2-3,,Tier 1
2411,65,Sep-2021,Delhi,110053.0,Female,45 to 50 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,5-6,,7-8,,7-8,,Tier 1
2412,65,Sep-2021,Delhi,110053.0,Female,40 to 45 years,Other category,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,5-6,,7-8,,7-8,,Tier 1
2413,65,Sep-2021,Delhi,110053.0,Male,40 to 45 years,Other category,Price increase less than current rate,Price increase more than current rate,Decline in price,Price increase similar to current rate,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Price increase similar to current rate,Price increase less than current rate,Price increase less than current rate,5-6,,3-4,,3-4,,Tier 1
2414,65,Sep-2021,Delhi,110053.0,Male,40 to 45 years,Other employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase less than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase less than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,7-8,,11-12,,12-13,,Tier 1
2415,65,Sep-2021,Delhi,110054.0,Male,55 to 60 years,Self-Employed,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Decline in price,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,>=16,20.0,>=16,35.0,>=16,35.0,Tier 1
2416,65,Sep-2021,Delhi,110054.0,Male,25 to 30 years,Other employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,5-6,,10-11,,10-11,,Tier 1
2417,65,Sep-2021,Delhi,110054.0,Male,35 to 40 years,Other employees,No change in prices,Decline in price,Decline in price,Price increase less than current rate,No change in prices,Price increase similar to current rate,No change in prices,No change in prices,Price increase less than current rate,Decline in price,No change in prices,No change in prices,6-7,,6-7,,<1,,Tier 1
2418,65,Sep-2021,Delhi,110054.0,Female,Up to 25 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,6-7,,7-8,,Tier 1
2419,65,Sep-2021,Delhi,110054.0,Female,25 to 30 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,7-8,,8-9,,9-10,,Tier 1
2420,65,Sep-2021,Delhi,110054.0,Female,25 to 30 years,HOMEMAKER,Decline in price,Decline in price,Decline in price,Decline in price,Price increase more than current rate,Decline in price,Decline in price,No change in prices,No change in prices,Decline in price,Decline in price,Decline in price,8-9,,4-5,,<1,,Tier 1
2421,65,Sep-2021,Delhi,110054.0,Female,35 to 40 years,Daily workers,Price increase more than current rate,Decline in price,Price increase more than current rate,Price increase more than current rate,Price increase less than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,7-8,,8-9,,Tier 1
2422,65,Sep-2021,Delhi,110054.0,Female,30 to 35 years,HOMEMAKER,Decline in price,Decline in price,Decline in price,No change in prices,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,>=16,20.0,10-11,,<1,,Tier 1
2423,65,Sep-2021,Delhi,110054.0,Female,35 to 40 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,9-10,,13-14,,13-14,,Tier 1
2424,65,Sep-2021,Delhi,110054.0,Female,35 to 40 years,HOMEMAKER,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,Decline in price,Price increase similar to current rate,No change in prices,Decline in price,Price increase less than current rate,Decline in price,No change in prices,9-10,,9-10,,9-10,,Tier 1
2425,65,Sep-2021,Delhi,110054.0,Female,Up to 25 years,Other category,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,>=16,40.0,>=16,45.0,>=16,60.0,Tier 1
2426,65,Sep-2021,Delhi,110054.0,Female,25 to 30 years,HOMEMAKER,No change in prices,Price increase similar to current rate,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,7-8,,7-8,,<1,,Tier 1
2427,65,Sep-2021,Delhi,110054.0,Female,Up to 25 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,10-11,,12-13,,13-14,,Tier 1
2428,65,Sep-2021,Delhi,110054.0,Male,40 to 45 years,Other employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,No change in prices,8-9,,10-11,,10-11,,Tier 1
2429,65,Sep-2021,Delhi,110054.0,Female,35 to 40 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Decline in price,Price increase more than current rate,Decline in price,No change in prices,No change in prices,Price increase similar to current rate,Decline in price,Price increase similar to current rate,Decline in price,8-9,,10-11,,<1,,Tier 1
2430,65,Sep-2021,Delhi,110054.0,Male,25 to 30 years,Self-Employed,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,>=16,50.0,>=16,60.0,>=16,65.0,Tier 1
2431,65,Sep-2021,Delhi,110057.0,Male,60 years and above,Retired persons,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,5-6,,8-9,,10-11,,Tier 1
2432,65,Sep-2021,Delhi,110057.0,Female,30 to 35 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,No change in prices,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,No change in prices,Price increase more than current rate,7-8,,8-9,,9-10,,Tier 1
2433,65,Sep-2021,Delhi,110057.0,Female,60 years and above,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,No change in prices,Decline in price,No change in prices,8-9,,9-10,,<1,,Tier 1
2434,65,Sep-2021,Delhi,110057.0,Female,25 to 30 years,HOMEMAKER,No change in prices,Price increase more than current rate,No change in prices,No change in prices,No change in prices,No change in prices,Price increase more than current rate,No change in prices,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,>=16,30.0,>=16,30.0,>=16,40.0,Tier 1
2435,65,Sep-2021,Delhi,110057.0,Male,45 to 50 years,Self-Employed,No change in prices,No change in prices,No change in prices,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,10-11,,10-11,,15-16,,Tier 1
2436,65,Sep-2021,Delhi,110057.0,Male,60 years and above,Retired persons,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,>=16,50.0,>=16,55.0,>=16,80.0,Tier 1
2437,65,Sep-2021,Delhi,110057.0,Female,Up to 25 years,Other category,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Decline in price,Decline in price,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,8-9,,10-11,,10-11,,Tier 1
2438,65,Sep-2021,Delhi,110057.0,Female,25 to 30 years,Daily workers,No change in prices,No change in prices,No change in prices,No change in prices,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,5-6,,5-6,,5-6,,Tier 1
2439,65,Sep-2021,Delhi,110057.0,Female,55 to 60 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,>=16,30.0,>=16,60.0,>=16,50.0,Tier 1
2440,65,Sep-2021,Delhi,110057.0,Female,25 to 30 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,9-10,,10-11,,11-12,,Tier 1
2441,65,Sep-2021,Delhi,110057.0,Female,25 to 30 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,8-9,,10-11,,10-11,,Tier 1
2442,65,Sep-2021,Delhi,110057.0,Male,35 to 40 years,Other employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,6-7,,9-10,,9-10,,Tier 1
2443,65,Sep-2021,Delhi,110057.0,Male,Up to 25 years,Other category,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,>=16,20.0,>=16,30.0,>=16,30.0,Tier 1
2444,65,Sep-2021,Delhi,110057.0,Female,40 to 45 years,HOMEMAKER,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,Decline in price,Price increase more than current rate,10-11,,10-11,,>=16,20.0,Tier 1
2445,65,Sep-2021,Delhi,110057.0,Female,25 to 30 years,Other category,No change in prices,Price increase more than current rate,No change in prices,No change in prices,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,7-8,,7-8,,9-10,,Tier 1
2446,65,Sep-2021,Delhi,110059.0,Female,25 to 30 years,HOMEMAKER,Price increase similar to current rate,Price increase less than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,8-9,,8-9,,8-9,,Tier 1
2447,65,Sep-2021,Delhi,110059.0,Male,40 to 45 years,Self-Employed,Price increase less than current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,Price increase similar to current rate,No change in prices,Price increase less than current rate,No change in prices,Price increase similar to current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,10-11,,9-10,,9-10,,Tier 1
2448,65,Sep-2021,Delhi,110059.0,Male,35 to 40 years,Self-Employed,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase less than current rate,Price increase less than current rate,No change in prices,No change in prices,Price increase similar to current rate,No change in prices,No change in prices,No change in prices,No change in prices,7-8,,7-8,,<1,,Tier 1
2449,65,Sep-2021,Delhi,110059.0,Male,35 to 40 years,Self-Employed,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Decline in price,No change in prices,Price increase more than current rate,8-9,,8-9,,8-9,,Tier 1
2450,65,Sep-2021,Delhi,110059.0,Female,40 to 45 years,Other employees,Decline in price,Decline in price,Decline in price,Price increase more than current rate,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,8-9,,6-7,,<1,,Tier 1
2451,65,Sep-2021,Delhi,110059.0,Female,25 to 30 years,HOMEMAKER,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,10-11,,10-11,,10-11,,Tier 1
2452,65,Sep-2021,Delhi,110059.0,Male,Up to 25 years,Other employees,Price increase less than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase less than current rate,No change in prices,Price increase more than current rate,Price increase less than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,10-11,,9-10,,8-9,,Tier 1
2453,65,Sep-2021,Delhi,110059.0,Male,25 to 30 years,Other employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,No change in prices,No change in prices,Price increase similar to current rate,15-16,,>=16,18.0,15-16,,Tier 1
2454,65,Sep-2021,Delhi,110059.0,Female,40 to 45 years,HOMEMAKER,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,Price increase less than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,15-16,,15-16,,15-16,,Tier 1
2455,65,Sep-2021,Delhi,110059.0,Female,60 years and above,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,>=16,18.0,>=16,20.0,>=16,20.0,Tier 1
2456,65,Sep-2021,Delhi,110059.0,Male,25 to 30 years,Other employees,Price increase less than current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,Price increase more than current rate,No change in prices,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,13-14,,11-12,,13-14,,Tier 1
2457,65,Sep-2021,Delhi,110059.0,Male,45 to 50 years,Other category,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,13-14,,13-14,,13-14,,Tier 1
2458,65,Sep-2021,Delhi,110059.0,Male,25 to 30 years,Other category,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,14-15,,14-15,,>=16,16.0,Tier 1
2459,65,Sep-2021,Delhi,110059.0,Female,50 to 55 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,10-11,,14-15,,>=16,20.0,Tier 1
2460,65,Sep-2021,Delhi,110059.0,Female,40 to 45 years,HOMEMAKER,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,10-11,,>=16,20.0,>=16,50.0,Tier 1
2461,65,Sep-2021,Delhi,110059.0,Female,Up to 25 years,Other employees,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,No change in prices,Price increase more than current rate,No change in prices,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase less than current rate,Price increase similar to current rate,Price increase similar to current rate,14-15,,14-15,,14-15,,Tier 1
2462,65,Sep-2021,Delhi,110059.0,Female,25 to 30 years,HOMEMAKER,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,>=16,16.0,>=16,16.0,>=16,18.0,Tier 1
2463,65,Sep-2021,Delhi,110059.0,Female,Up to 25 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,>=16,20.0,>=16,25.0,>=16,40.0,Tier 1
2464,65,Sep-2021,Delhi,110059.0,Female,Up to 25 years,Other category,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,No change in prices,6-7,,8-9,,10-11,,Tier 1
2465,65,Sep-2021,Delhi,110059.0,Female,Up to 25 years,HOMEMAKER,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,>=16,19.0,>=16,19.0,>=16,19.0,Tier 1
2466,65,Sep-2021,Delhi,110059.0,Female,25 to 30 years,HOMEMAKER,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase less than current rate,Price increase similar to current rate,13-14,,13-14,,13-14,,Tier 1
2467,65,Sep-2021,Delhi,110059.0,Female,Up to 25 years,Self-Employed,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase less than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,15-16,,15-16,,>=16,25.0,Tier 1
2468,65,Sep-2021,Delhi,110059.0,Female,55 to 60 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,15-16,,>=16,20.0,>=16,20.0,Tier 1
2469,65,Sep-2021,Delhi,110059.0,Female,Up to 25 years,Other category,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,No change in prices,14-15,,14-15,,14-15,,Tier 1
2470,65,Sep-2021,Delhi,110059.0,Female,Up to 25 years,Daily workers,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,>=16,20.0,>=16,25.0,>=16,24.0,Tier 1
2471,65,Sep-2021,Delhi,110059.0,Female,30 to 35 years,HOMEMAKER,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,No change in prices,No change in prices,No change in prices,Price increase similar to current rate,Price increase less than current rate,Price increase similar to current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,>=16,30.0,>=16,30.0,>=16,30.0,Tier 1
2472,65,Sep-2021,Delhi,110059.0,Female,30 to 35 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,15-16,,>=16,25.0,>=16,25.0,Tier 1
